,year,competition,match,mtype,bscore,rscore,blue_won,red_won,Blue_Traditional_Scoring_High,Blue_Traditional_Scoring_Low,Blue_Technical_Scoring,Blue_Autonomous_Scoring,Blue_Endgame,Blue_Fouls,Blue_Defense,Red_Traditional_Scoring_High,Red_Traditional_Scoring_Low,Red_Technical_Scoring,Red_Autonomous_Scoring,Red_Endgame,Red_Fouls,Red_Defense
108,2019,2019mimil,2019mimil_qf3m2,qf3m2,55,72,0,1,0.4210526315789473,0.8584905660377359,0.7777777777777778,1.0,0.4166666666666667,1.0,0.2692307692307694,0.9473684210526316,0.8254716981132075,0.8555555555555555,0.8000000000000002,0.5416666666666666,0.8333333333333334,0.4487179487179486
109,2018,2018abca,2018abca_qf4m2,qf4m2,122,384,0,1,0.0266272189349112,0.5979133226324238,0.0286624203821656,0.5581395348837209,0.0277777777777777,0.9285714285714284,0.2868599629858113,0.6284023668639053,1.0,1.0,0.7209302325581396,0.4333333333333333,0.7428571428571429,0.7950647748303515
110,2019,2019orore,2019orore_f1m2,f1m2,66,65,1,0,0.380952380952381,1.0,0.6628571428571429,1.0,0.4761904761904762,0.5978835978835979,0.980952380952381,0.5714285714285715,0.8679245283018867,0.7999999999999999,1.0,0.3214285714285714,0.873015873015873,0.6
111,2018,2018gaalb,2018gaalb_qf3m2,qf3m2,156,359,0,1,0.0049999999999999,0.3964401294498382,0.4181818181818181,0.8495575221238939,0.1891891891891891,0.45,0.1713462922966165,1.0,0.9376123696512048,0.9484848484848486,0.9321533923303834,0.1891891891891891,0.8166666666666668,0.9499640028797696
112,2019,2019nyli2,2019nyli2_qf1m2,qf1m2,53,87,0,1,0.0,0.9074074074074074,0.3442622950819672,0.6,0.1904761904761904,0.6999999999999998,0.0,0.6216216216216217,1.0,1.0,0.9714285714285712,0.6666666666666666,0.7333333333333334,0.5210084033613444
113,2018,2018miesc,2018miesc_f1m2,f1m2,236,417,0,1,0.7546531302876479,0.9392127553562531,0.6656084656084655,0.7660550458715595,0.4814814814814814,0.8125,0.5015075376884423,1.0,0.8532635774788241,0.9576719576719576,1.0,0.4907407407407407,0.875,1.0
114,2019,2019varr,2019varr_qf4m1,qf4m1,44,43,1,0,0.2916666666666667,0.5902777777777778,0.5727272727272726,0.6,0.3931623931623931,1.0,0.7828282828282828,0.09375,0.95703125,0.509090909090909,0.8000000000000002,0.576923076923077,0.9375,0.5568181818181815
115,2019,2019okok,2019okok_qf2m1,qf2m1,60,89,0,1,0.2857142857142857,0.9523809523809524,0.6666666666666666,0.8000000000000002,0.2777777777777777,0.0,0.0,0.1523809523809523,0.9682539682539684,0.6044444444444445,1.0,0.4444444444444445,0.5526881720430108,0.9215686274509808
116,2019,2019iscmp,2019iscmp_qf2m3,qf2m3,41,70,0,1,0.217391304347826,0.8333333333333334,0.4285714285714285,0.8000000000000002,0.3333333333333333,0.5913978494623656,0.4400749063670411,0.3140096618357487,0.9166666666666666,0.7936507936507936,0.6,0.5,0.7849462365591396,0.8364544319600499
117,2017,2017vahay,2017vahay_sf1m2,sf1m2,210,230,0,1,0.0,0.0,1.0,0.7903225806451614,0.7437499999999999,0.8011363636363636,0.7592592592592595,0.0067796610169491,0.0,1.0,0.7526881720430109,0.7000000000000001,0.0,1.0
119,2017,2017flor,2017flor_qf4m2,qf4m2,459,306,1,0,0.4230769230769229,0.0,1.0,1.0,1.0,0.7250000000000001,0.3914223669923999,0.0,1.0,1.0,0.5283757338551859,0.9374999999999996,1.0,0.0
120,2017,2017scmb,2017scmb_sf2m2,sf2m2,223,256,0,1,0.4078014184397163,0.2499999999999999,1.0,0.78989898989899,0.8333333333333335,1.0,0.3187499999999997,0.5005065856129686,0.0,1.0,0.7576334776334775,0.91156462585034,0.2158730158730158,0.9433333333333336
121,2019,2019cmptx,2019cmptx_sf1m3,sf1m3,106,95,1,0,0.8522727272727272,0.828125,0.75,0.9,0.78125,0.5,0.6732673267326733,0.6454545454545455,0.7666666666666666,0.7121212121212123,0.8000000000000002,0.5791666666666667,0.4222222222222222,0.622112211221122
123,2018,2018mdbb,2018mdbb_f1m2,f1m2,349,435,0,1,0.3263688760806916,0.8612132352941174,0.5715,0.949367088607595,0.2847222222222222,0.8281249999999999,0.5527318932655655,1.0,0.8762254901960783,1.0,1.0,0.6759259259259259,0.4583333333333333,1.0
